,xy,yf,prob
15588,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",1,0.05303030303030303
15589,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.05303030303030303
15590,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.05303030303030303
15591,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",1,0.05303030303030303
15592,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.05303030303030303
15593,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.05303030303030303
15594,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.05303030303030303
15595,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.05303030303030303
15596,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.05303030303030303
15597,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.05303030303030303
15598,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.05303030303030303
15599,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.05303030303030303
15600,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.05303030303030303
15601,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.05303030303030303
15602,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.05303030303030303
15603,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.05303030303030303
15604,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.05303030303030303
15605,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.05303030303030303
15606,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.05303030303030303
15607,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.05303030303030303
15608,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.05303030303030303
15609,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.05303030303030303
15610,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.05303030303030303
15611,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.05303030303030303
15612,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",1,0.05303030303030303
15613,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",1,0.05303030303030303
15614,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.05303030303030303
15615,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.05303030303030303
15616,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.05303030303030303
15617,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.05303030303030303
15618,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.05303030303030303
15619,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.05303030303030303
15620,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.05303030303030303
15621,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.05303030303030303
15622,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.05303030303030303
15623,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.05303030303030303
15624,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.05303030303030303
15625,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.05303030303030303
15626,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.05303030303030303
15627,"(1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0)",0,0.0
15628,"(1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0)",0,0.0
15629,"(1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0)",0,0.0
15630,"(1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0)",0,0.0
15631,"(1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0)",0,0.0
15632,"(1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0)",0,0.0
15633,"(1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0)",0,0.0
15634,"(1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0)",0,0.0
15635,"(1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0)",0,0.0
15636,"(1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0)",0,0.0
15637,"(1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0)",0,0.0
15638,"(1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0)",0,0.0
15639,"(1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0)",0,0.0
15640,"(1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0)",0,0.0
15641,"(1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0)",0,0.0
15642,"(1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0)",0,0.0
15643,"(1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0)",0,0.0
15644,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1)",1,0.32
15645,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1)",0,0.32
15646,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1)",0,0.32
15647,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1)",0,0.32
15648,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1)",0,0.32
15649,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1)",1,0.32
15650,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1)",1,0.32
15651,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1)",0,0.32
15652,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1)",0,0.32
15653,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1)",0,0.32
15654,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1)",0,0.32
15655,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1)",0,0.32
15656,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1)",1,0.32
15657,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1)",0,0.32
15658,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1)",0,0.32
15659,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1)",0,0.32
15660,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1)",0,0.32
15661,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1)",1,0.32
15662,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1)",1,0.32
15663,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1)",0,0.32
15664,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1)",1,0.32
15665,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1)",1,0.32
15666,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1)",0,0.32
15667,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1)",0,0.32
15668,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1)",0,0.32
15669,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15670,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15671,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15672,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15673,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15674,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15675,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15676,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15677,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15678,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15679,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15680,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15681,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15682,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15683,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15684,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15685,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15686,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15687,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15688,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15689,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15690,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15691,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15692,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15693,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15694,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15695,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15696,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15697,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15698,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15699,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15700,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15701,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15702,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15703,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15704,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15705,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15706,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15707,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15708,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15709,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15710,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15711,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15712,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15713,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15714,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15715,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15716,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15717,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15718,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15719,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15720,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15721,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15722,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15723,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15724,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15725,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15726,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15727,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15728,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15729,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15730,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15731,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15732,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15733,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15734,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15735,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15736,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15737,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15738,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15739,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15740,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15741,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15742,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15743,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15744,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15745,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15746,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15747,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15748,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15749,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15750,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15751,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15752,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15753,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15754,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15755,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15756,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15757,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15758,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15759,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15760,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15761,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15762,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15763,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15764,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15765,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15766,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15767,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15768,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15769,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15770,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15771,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15772,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15773,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15774,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15775,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15776,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15777,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15778,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15779,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15780,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15781,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15782,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",0,0.0
15783,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15784,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15785,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",1,0.09259259259259259
15786,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15787,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15788,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15789,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15790,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15791,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15792,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15793,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15794,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15795,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",1,0.09259259259259259
15796,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15797,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15798,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15799,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",1,0.09259259259259259
15800,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15801,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15802,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15803,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15804,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15805,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15806,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15807,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15808,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15809,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15810,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15811,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15812,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",1,0.09259259259259259
15813,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15814,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15815,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15816,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15817,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15818,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15819,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15820,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",1,0.09259259259259259
15821,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15822,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15823,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15824,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15825,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15826,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15827,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15828,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15829,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15830,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15831,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15832,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15833,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15834,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15835,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15836,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0,0.09259259259259259
15837,"(1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0)",0,0.008048289738430584
15838,"(1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0)",0,0.008048289738430584
15839,"(1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0)",0,0.008048289738430584
15840,"(1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0)",0,0.008048289738430584
15841,"(1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0)",0,0.008048289738430584
15842,"(1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0)",0,0.008048289738430584
15843,"(1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0)",0,0.008048289738430584
15844,"(1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0)",0,0.008048289738430584
15845,"(1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0)",0,0.008048289738430584
15846,"(1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0)",0,0.008048289738430584
15847,"(1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0)",0,0.008048289738430584
15848,"(1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0)",0,0.008048289738430584
15849,"(1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0)",0,0.008048289738430584
15850,"(1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0)",0,0.008048289738430584
15851,"(1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0)",0,0.008048289738430584
15852,"(1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0)",0,0.008048289738430584
15853,"(1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0)",0,0.008048289738430584
15854,"(1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0)",0,0.008048289738430584
15855,"(1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0)",0,0.008048289738430584
